File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
PPI::Normal::BEGIN@44	href=PPI-Normal-pm-461-line.html#44
Perl::Critic::Exception::BEGIN@10	href=Perl-Critic-Exception-pm-132-line.html#10
PPI::Token::_QuoteEngine::Simple::BEGIN@6	href=PPI-Token-_QuoteEngine-Simple-pm-93-line.html#6
Perl::Tidy::IndentationItem::BEGIN@19077	href=Perl-Tidy-pm-735-line.html#19077
Encode::define_encoding	href=Encode-pm-34-line.html#88
Perl::Tidy::VerticalAligner::Alignment::BEGIN@19502	href=Perl-Tidy-pm-735-line.html#19502
HTML::Entities::BEGIN@139	href=HTML-Entities-pm-741-line.html#139
PPIx::Regexp::Token::Structure::BEGIN@53	href=PPIx-Regexp-Token-Structure-pm-893-line.html#53
Perl::Critic::Violation::new	href=Perl-Critic-Violation-pm-139-line.html#50
Getopt::Long::FindOption	href=Getopt-Long-pm-19-line.html#907
Perl::Critic::Utils::is_perl_filehandle	href=Perl-Critic-Utils-pm-52-line.html#418
Sub::Exporter::CORE:match	href=Sub-Exporter-pm-588-line.html#Sub__Exporter__CORE_match
IO::String::BEGIN@13	href=IO-String-pm-115-line.html#13
Module::Runtime::BEGIN@3.71	href=Path-IsDev-Heuristic-Changelog-pm-647-line.html#3
Perl::Critic::Policy::InputOutput::ProhibitTwoArgOpen::BEGIN@14	href=Perl-ProhibitTwoArgOpen-pm-538-line.html#14
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMismatchedOperators::BEGIN@15	href=Perl-ProhibitMismatchedOperators-pm-289-line.html#15
PPI::Structure::content	href=PPI-Structure-pm-446-line.html#289
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@23	href=Perl-ProhibitComplexVersion-pm-262-line.html#23
IO::Seekable::BEGIN@101	href=IO-Seekable-pm-570-line.html#101
Perl::Critic::config	href=Perl-Critic-pm-151-line.html#49
Role::Tiny::_check_requires	href=Role-Tiny-pm-621-line.html#312
Perl::Critic::BEGIN@25	href=Perl-Critic-pm-151-line.html#25
Class::Data::Inheritable::BEGIN@4	href=Class-Data-Inheritable-pm-123-line.html#4
PPI::CORE:match	href=PPI-pm-428-line.html#PPI__CORE_match
Exporter::Tiny::BEGIN@158	href=Exporter-Tiny-pm-65-line.html#158
Getopt::Long::BEGIN@46	href=Getopt-Long-pm-19-line.html#46
Perl::Critic::Policy::ControlStructures::ProhibitPostfixControls::CORE:sort	href=Perl-ProhibitPostfixControls-pm-699-line.html#Perl__Critic__Policy__ControlStructures__ProhibitPostfixControls__CORE_sort
Perl::Critic::Policy::BuiltinFunctions::ProhibitSleepViaSelect::applies_to	href=Perl-ProhibitSleepViaSelect-pm-769-line.html#31
Encode::BEGIN@6	href=Encode-pm-34-line.html#6
Perl::Critic::Policy::Subroutines::RequireFinalReturn::BEGIN@10	href=Perl-RequireFinalReturn-pm-380-line.html#10
List::MoreUtils::BEGIN@8	href=List-MoreUtils-pm-64-line.html#8
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMixedBooleanOperators::supported_parameters	href=Perl-ProhibitMixedBooleanOperators-pm-292-line.html#48
PPIx::Regexp::Structure::Assertion::BEGIN@35	href=PPIx-Regexp-Structure-Assertion-pm-831-line.html#35
Perl::Critic::Policy::BuiltinFunctions::RequireGlobFunction::BEGIN@12	href=Perl-RequireGlobFunction-pm-796-line.html#12
Perl::Critic::Utils::CORE:ftdir	href=Perl-Critic-Utils-pm-52-line.html#Perl__Critic__Utils__CORE_ftdir
Perl::Critic::Policy::initialize_if_enabled	href=Perl-Critic-Policy-pm-201-line.html#125
Perl::Critic::Policy::Variables::ProhibitEvilVariables::default_severity	href=Perl-ProhibitEvilVariables-pm-219-line.html#98
Perl::Critic::Policy::Subroutines::ProhibitExcessComplexity::BEGIN@11	href=Perl-ProhibitExcessComplexity-pm-352-line.html#11
Fcntl::O_NOINHERIT	href=perlcritic-1-line.html#Fcntl__O_NOINHERIT
PPIx::Regexp::Token::Control::BEGIN@40	href=PPIx-Regexp-Token-Control-pm-889-line.html#40
PPIx::Regexp::Token::GroupType::Assertion::BEGIN@37	href=PPIx-Regexp-Token-GroupType-Assertion-pm-901-line.html#37
File::Spec::Unix::catdir	href=File-Spec-Unix-pm-29-line.html#File__Spec__Unix__catdir
Perl::Tidy::Formatter::BEGIN@5953	href=Perl-Tidy-pm-735-line.html#5953
Perl::Critic::Policy::InputOutput::RequireBriefOpen::BEGIN@12	href=Perl-Critic-Policy-InputOutput-RequireBriefOpen-pm-544-line.html#12
Pod::Spell::BEGIN@12	href=Pod-Spell-pm-579-line.html#12
Perl::Critic::Policy::CodeLayout::ProhibitHardTabs::BEGIN@16	href=Perl-Critic-Policy-CodeLayout-ProhibitHardTabs-pm-711-line.html#16
Perl::Critic::Policy::ErrorHandling::RequireCarping::BEGIN@13	href=Perl-Critic-Policy-ErrorHandling-RequireCarping-pm-559-line.html#13
Pod::Spell::BEGIN@8	href=Pod-Spell-pm-579-line.html#8
Perl::Critic::Document::find	href=Perl-Critic-Document-pm-808-line.html#155
Perl::Critic::Utils::policy_long_name	href=Perl-Critic-Utils-pm-52-line.html#902
Perl::Critic::Policy::Subroutines::ProhibitManyArgs::BEGIN@15	href=Perl-Critic-Policy-Subroutines-ProhibitManyArgs-pm-359-line.html#15
Encode::Alias::init_aliases	href=Encode-Alias-pm-38-line.html#130
Perl::Critic::BEGIN@19	href=Perl-Critic-pm-151-line.html#19
Perl::Critic::Policy::Miscellanea::ProhibitFormats::supported_parameters	href=Perl-Critic-Policy-Miscellanea-ProhibitFormats-pm-505-line.html#27
PPI::Token::QuoteLike::Command::BEGIN@32	href=PPI-Token-QuoteLike-Command-pm-100-line.html#32
Perl::Critic::Policy::InputOutput::ProhibitBacktickOperators::BEGIN@15	href=Perl-ProhibitBacktickOperators-pm-517-line.html#15
Role::Tiny::BEGIN@2.30	href=Path-IsDev-Role-Matcher-Child-Exists-Any-File-pm-628-line.html#2
Role::Tiny::_concrete_methods_of	href=Role-Tiny-pm-621-line.html#325
Path::FindDev::Object::BEGIN@2	href=Path-IsDev-Object-pm-609-line.html#2
Path::IsDev::Role::HeuristicSet::_use_module	href=Path-IsDev-Role-HeuristicSet-pm-625-line.html#23
Perl::Critic::Policy::RegularExpressions::RequireLineBoundaryMatching::BEGIN@17	href=Perl-RequireLineBoundaryMatching-pm-416-line.html#17
PPI::Structure::When::BEGIN@36	href=PPI-Structure-When-pm-455-line.html#36
utf8::BEGIN@180	href=utf8_heavy-pl-313-line.html#180
Perl::Critic::Exception::Configuration::Option::Global::ParameterValue::BEGIN@10	href=Perl-ParameterValue-pm-163-line.html#10
Perl::Critic::Policy::NamingConventions::Capitalization::BEGIN@20	href=Perl-Capitalization-pm-425-line.html#20
Perl::Critic::Policy::InputOutput::ProhibitInteractiveTest::BEGIN@10	href=Perl-ProhibitInteractiveTest-pm-526-line.html#10
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidMap::BEGIN@12	href=Perl-ProhibitVoidMap-pm-787-line.html#12
Perl::Tidy::Tokenizer::BEGIN@23595	href=Perl-Tidy-pm-735-line.html#23595
Perl::Critic::Exception::IO::BEGIN@15	href=Perl-Critic-Exception-IO-pm-145-line.html#15
File::ShareDir::ProjectDistDir::_get_defaults	href=File-ShareDir-ProjectDistDir-pm-586-line.html#510
Cwd::abs_path	href=Cwd-pm-192-line.html#Cwd__abs_path
Role::Tiny::BEGIN@1.17	href=Path-IsDev-Role-HeuristicSet-pm-625-line.html#1
Path::Tiny::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Path/Tiny.pm:31]	href=Path-Tiny-pm-600-line.html#31
File::HomeDir::my_data	href=File-HomeDir-pm-632-line.html#126
PPIx::Regexp::Token::Whitespace::BEGIN@35	href=PPIx-Regexp-Token-Whitespace-pm-929-line.html#35
File::Copy::BEGIN@12.105	href=File-Copy-pm-737-line.html#12
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::_recover_open_encoding	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#91
PPI::Token::Whitespace::__TOKENIZER__on_char	href=PPI-Token-Whitespace-pm-76-line.html#201
Perl::Tidy::VerticalAligner::Alignment::BEGIN@19496	href=Perl-Tidy-pm-735-line.html#19496
Perl::Critic::Policy::Modules::ProhibitEvilModules::violates	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#243
PPI::Token::Number::Hex::BEGIN@33	href=PPI-Token-Number-Hex-pm-82-line.html#33
Perl::Critic::Config::_validate_and_save_color_severity	href=Perl-Critic-Config-pm-159-line.html#700
warnings::CORE:match	href=warnings-pm-3-line.html#warnings__CORE_match
Sub::Exporter::_rewrite_build_config	href=Sub-Exporter-pm-588-line.html#233
B::Keywords::BEGIN@90	href=B-Keywords-pm-55-line.html#90
Perl::Critic::Policy::InputOutput::RequireBriefOpen::BEGIN@14	href=Perl-Critic-Policy-InputOutput-RequireBriefOpen-pm-544-line.html#14
PPIx::Regexp::Token::Whitespace::BEGIN@36	href=PPIx-Regexp-Token-Whitespace-pm-929-line.html#36
PPI::BEGIN@5	href=PPI-pm-428-line.html#5
File::Spec::Unix::splitdir	href=File-Spec-Unix-pm-29-line.html#346
Perl::Critic::Policy::Subroutines::ProhibitReturnSort::BEGIN@13	href=Perl-ProhibitReturnSort-pm-365-line.html#13
Encode::Encoding::BEGIN@5	href=Encode-Encoding-pm-42-line.html#5
PPI::Structure::When::BEGIN@40	href=PPI-Structure-When-pm-455-line.html#40
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::BEGIN@15	href=Perl-RequireUseStrict-pm-340-line.html#15
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLeadingZeros::BEGIN@17	href=Perl-ProhibitLeadingZeros-pm-280-line.html#17
PPI::Token::Number::__TOKENIZER__on_char	href=PPI-Token-Number-pm-79-line.html#82
Module::Pluggable::Object::BEGIN@8	href=Module-Pluggable-Object-pm-190-line.html#8
Data::OptList::BEGIN@2	href=Sub-Install-pm-590-line.html#2
PPI::Tokenizer::BEGIN@82	href=PPI-Tokenizer-pm-463-line.html#82
Perl::Critic::Policy::Subroutines::ProhibitUnusedPrivateSubroutines::BEGIN@18	href=Perl-ProhibitUnusedPrivateSubroutines-pm-371-line.html#18
File::ShareDir::ProjectDistDir::BEGIN@4	href=Path-IsDev-pm-587-line.html#4
Perl::Critic::PolicyConfig::handle_extra_parameters	href=Perl-Critic-PolicyConfig-pm-173-line.html#161
Perl::Critic::Policy::ValuesAndExpressions::RequireConstantVersion::BEGIN@15	href=Perl-RequireConstantVersion-pm-307-line.html#15
Config::BEGIN@47	href=Config-pm-8-line.html#47
PPI::Token::Number::Version::BEGIN@33	href=PPI-Token-Number-Version-pm-85-line.html#33
PPI::Token::Regexp::Match::BEGIN@45	href=PPI-Token-Regexp-Match-pm-104-line.html#45
Perl::Critic::Policy::Subroutines::ProhibitManyArgs::BEGIN@10	href=Perl-Critic-Policy-Subroutines-ProhibitManyArgs-pm-359-line.html#10
Perl::Critic::Policy::TestingAndDebugging::RequireUseWarnings::BEGIN@15	href=Perl-RequireUseWarnings-pm-343-line.html#15
IO::Seekable::BEGIN@98	href=IO-Seekable-pm-570-line.html#98
File::Temp::BEGIN@14	href=File-Temp-pm-566-line.html#14
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEscapedCharacters::BEGIN@16	href=Perl-ProhibitEscapedCharacters-pm-271-line.html#16
Perl::Tidy::BEGIN@81	href=Perl-Tidy-pm-735-line.html#81
Perl::Critic::Policy::ValuesAndExpressions::ProhibitVersionStrings::BEGIN@12	href=Perl-ProhibitVersionStrings-pm-304-line.html#12
English::import	href=English-pm-5-line.html#57
List::MoreUtils::BEGIN@93	href=List-MoreUtils-pm-64-line.html#93
PPI::Token::BEGIN@52	href=PPI-Token-pm-58-line.html#52
PPIx::Utilities::Exception::Bug::BEGIN@17	href=PPIx-Utilities-Exception-Bug-pm-810-line.html#17
Perl::Critic::PolicyParameter::Behavior::Integer::BEGIN@12	href=Perl-Critic-PolicyParameter-Behavior-Integer-pm-209-line.html#12
Perl::Critic::Policy::ControlStructures::ProhibitCascadingIfElse::supported_parameters	href=Perl-ProhibitCascadingIfElse-pm-681-line.html#28
Path::Tiny::lines	href=Path-Tiny-pm-600-line.html#979
PPI::Element::BEGIN@27	href=PPI-Element-pm-61-line.html#27
Perl::Tidy::VerticalAligner::Line::BEGIN@19332	href=Perl-Tidy-pm-735-line.html#19332
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::BEGIN@16	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#16
PPI::Token::BEGIN@65	href=PPI-Token-pm-58-line.html#65
Perl::Critic::Policy::Objects::ProhibitIndirectSyntax::BEGIN@16	href=Perl-ProhibitIndirectSyntax-pm-422-line.html#16
Perl::Critic::Policy::InputOutput::ProhibitBarewordFileHandles::applies_to	href=Perl-ProhibitBarewordFileHandles-pm-520-line.html#30
Perl::Critic::Policy::get_severity	href=Perl-Critic-Policy-pm-201-line.html#329
File::ShareDir::ProjectDistDir::_wrap_return	href=File-ShareDir-ProjectDistDir-pm-586-line.html#518
PPIx::Regexp::Structure::NamedCapture::BEGIN@42	href=PPIx-Regexp-Structure-NamedCapture-pm-847-line.html#42
Perl::Critic::Policy::Objects::ProhibitIndirectSyntax::BEGIN@19	href=Perl-ProhibitIndirectSyntax-pm-422-line.html#19
PPI::Statement::Variable::BEGIN@46	href=PPI-Statement-Variable-pm-444-line.html#46
Params::Util::_HASHLIKE	href=Params-Util-pm-59-line.html#Params__Util___HASHLIKE
PPI::Util::BEGIN@5	href=PPI-Util-pm-70-line.html#5
PPI::BEGIN@10	href=PPI-pm-428-line.html#10
Perl::Critic::Policy::Variables::ProhibitMatchVars::supported_parameters	href=Perl-Critic-Policy-Variables-ProhibitMatchVars-pm-225-line.html#30
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@16	href=Perl-ProhibitComplexVersion-pm-262-line.html#16
Encode::Encoding::DEBUG	href=Encode-Encoding-pm-42-line.html#10
Carp::_fetch_sub	href=Carp-pm-26-line.html#28
Perl::Critic::Config::policies	href=Perl-Critic-Config-pm-159-line.html#793
File::ShareDir::BEGIN@115	href=File-ShareDir-pm-592-line.html#115
Perl::Critic::PolicyFactory::_instantiate_policy	href=Perl-Critic-PolicyFactory-pm-172-line.html#255
PPI::Token::Number::Binary::BEGIN@32	href=PPI-Token-Number-Binary-pm-80-line.html#32
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::supported_parameters	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#29
Perl::Critic::Policy::InputOutput::RequireCheckedClose::BEGIN@11	href=Perl-RequireCheckedClose-pm-547-line.html#11
PPI::Token::End::BEGIN@44	href=PPI-Token-End-pm-117-line.html#44
PPI::Token::BOM::__TOKENIZER__on_line_start	href=PPI-Token-BOM-pm-75-line.html#68
Perl::Critic::Utils::CORE:subst	href=Perl-Critic-Utils-pm-52-line.html#Perl__Critic__Utils__CORE_subst
PPIx::Regexp::Token::Assertion::BEGIN@35	href=PPIx-Regexp-Token-Assertion-pm-867-line.html#35
Perl::Critic::Policy::Documentation::RequirePodAtEnd::BEGIN@18	href=Perl-RequirePodAtEnd-pm-670-line.html#18
PPIx::Regexp::Token::CharClass::POSIX::Unknown::BEGIN@6	href=PPIx-Regexp-Token-CharClass-POSIX-Unknown-pm-879-line.html#6
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidMap::BEGIN@13	href=Perl-ProhibitVoidMap-pm-787-line.html#13
Pod::Simple::BEGIN@13	href=Pod-Simple-pm-43-line.html#13
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::BEGIN@17	href=Perl-ProhibitUnusedCapture-pm-401-line.html#17
Perl::Critic::Annotation::BEGIN@18	href=Perl-Critic-Annotation-pm-814-line.html#18
PPIx::Regexp::Structure::Modifier::BEGIN@33	href=PPIx-Regexp-Structure-Modifier-pm-845-line.html#33
Perl::Critic::Policy::Documentation::PodSpelling::BEGIN@18	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#18
charnames::CORE:qr	href=charnames-pm-721-line.html#charnames__CORE_qr
Encode::BEGIN@9	href=Encode-pm-34-line.html#9
Perl::Critic::PolicyFactory::BEGIN@16	href=Perl-Critic-PolicyFactory-pm-172-line.html#16
Perl::Tidy::VerticalAligner::BEGIN@19603	href=Perl-Tidy-pm-735-line.html#19603
bytes::import	href=bytes-pm-40-line.html#7
Perl::Critic::Config::_validate_and_save_program_extensions	href=Perl-Critic-Config-pm-159-line.html#759
PPIx::Regexp::Token::Condition::CORE:regcomp	href=PPIx-Regexp-Token-Condition-pm-887-line.html#PPIx__Regexp__Token__Condition__CORE_regcomp
Perl::Critic::Policy::ErrorHandling::RequireCheckingReturnValueOfEval::BEGIN@20	href=Perl-RequireCheckingReturnValueOfEval-pm-562-line.html#20
Perl::Critic::Policy::to_string	href=Perl-Critic-Policy-pm-201-line.html#461
Env::import	href=Env-pm-583-line.html#76
Module::Runtime::CORE:match	href=Path-IsDev-Heuristic-TestDir-pm-650-line.html#Module__Runtime__CORE_match
Perl::Critic::Policy::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Perl/Critic/Policy.pm:467]	href=Perl-Critic-Policy-pm-201-line.html#467
PPIx::Regexp::Structure::BEGIN@53	href=PPIx-Regexp-Structure-pm-829-line.html#53
PPIx::Regexp::Token::Structure::BEGIN@51	href=PPIx-Regexp-Token-Structure-pm-893-line.html#51
Path::FindDev::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Path/FindDev.pm:81]	href=Path-FindDev-pm-591-line.html#74
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringySplit::BEGIN@11	href=Perl-ProhibitStringySplit-pm-775-line.html#11
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::BEGIN@17	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#17
Perl::Critic::Policy::RegularExpressions::ProhibitFixedStringMatches::BEGIN@15	href=Perl-ProhibitFixedStringMatches-pm-395-line.html#15
PPI::Exception::BEGIN@4	href=PPI-Exception-pm-74-line.html#4
Perl::Tidy::IndentationItem::BEGIN@19083	href=Perl-Tidy-pm-735-line.html#19083
Perl::Critic::Policy::InputOutput::ProhibitTwoArgOpen::default_severity	href=Perl-ProhibitTwoArgOpen-pm-538-line.html#35
PPI::Token::Separator::BEGIN@35	href=PPI-Token-Separator-pm-113-line.html#35
File::HomeDir::TIE::TIEHASH	href=File-HomeDir-pm-632-line.html#291
Perl::Critic::Utils::CORE:ftfile	href=Perl-Critic-Utils-pm-52-line.html#Perl__Critic__Utils__CORE_ftfile
PPIx::Regexp::Token::Interpolation::BEGIN@37	href=PPIx-Regexp-Token-Interpolation-pm-918-line.html#37
Perl::Tidy::Tokenizer::BEGIN@22667	href=Perl-Tidy-pm-735-line.html#22667
Perl::Critic::Utils::CORE:regcomp	href=Perl-Critic-Utils-pm-52-line.html#Perl__Critic__Utils__CORE_regcomp
Perl::Critic::Policy::prepare_to_scan_document	href=Perl-Critic-Policy-pm-201-line.html#131
Perl::Critic::PolicyParameter::Behavior::new	href=Perl-Critic-PolicyParameter-Behavior-pm-204-line.html#20
Perl::Critic::Policy::__set_base_parameters	href=Perl-Critic-Policy-pm-201-line.html#155
Perl::Critic::Policy::Variables::ProhibitUnusedVariables::BEGIN@10	href=Perl-ProhibitUnusedVariables-pm-240-line.html#10
PPIx::Regexp::Node::Range::BEGIN@36	href=PPIx-Regexp-Node-Range-pm-827-line.html#36
mro::method_changed_in	href=mro-pm-596-line.html#mro__method_changed_in
Perl::Tidy::IndentationItem::BEGIN@19079	href=Perl-Tidy-pm-735-line.html#19079
Cwd::BEGIN@170	href=Cwd-pm-192-line.html#170
Perl::Critic::Policy::BuiltinFunctions::RequireGlobFunction::CORE:qr	href=Perl-RequireGlobFunction-pm-796-line.html#Perl__Critic__Policy__BuiltinFunctions__RequireGlobFunction__CORE_qr
version::CORE:qr	href=version-pm-250-line.html#version__CORE_qr
PPIx::Regexp::Token::Recursion::BEGIN@31	href=PPIx-Regexp-Token-Recursion-pm-897-line.html#31
Perl::Critic::Exception::Configuration::NonExistentPolicy::BEGIN@10	href=Perl-NonExistentPolicy-pm-186-line.html#10
Path::Tiny::_get_args	href=Path-Tiny-pm-600-line.html#133
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::_bracketed_form_of_variable_name	href=Perl-ProhibitPunctuationVars-pm-234-line.html#269
Perl::Critic::Policy::Variables::RequireInitializationForLocalVars::BEGIN@13	href=Perl-RequireInitializationForLocalVars-pm-246-line.html#13
Path::IsDev::Object::BUILD	href=Path-IsDev-Object-pm-609-line.html#169
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEscapedCharacters::default_severity	href=Perl-ProhibitEscapedCharacters-pm-271-line.html#28
Perl::Critic::Document::BEGIN@24	href=Perl-Critic-Document-pm-808-line.html#24
PPI::Element::BEGIN@33	href=PPI-Element-pm-61-line.html#33
Module::Pluggable::Object::CORE:ftis	href=Module-Pluggable-Object-pm-190-line.html#Module__Pluggable__Object__CORE_ftis
PPIx::Regexp::Tokenizer::BEGIN@24	href=PPIx-Regexp-Tokenizer-pm-865-line.html#24
PPIx::Regexp::Tokenizer::BEGIN@26	href=PPIx-Regexp-Tokenizer-pm-865-line.html#26
Encode::Alias::define_alias	href=Encode-Alias-pm-38-line.html#80
Data::OptList::BEGIN@11	href=Data-OptList-pm-589-line.html#11
PPI::Document::File::BEGIN@26	href=PPI-Document-File-pm-459-line.html#26
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::BEGIN@12	href=Perl-ProhibitUniversalCan-pm-778-line.html#12
Perl::Critic::Policy::Variables::ProhibitAugmentedAssignmentInDeclaration::BEGIN@10	href=TOOLONG-199-line.html#10
Perl::Critic::OptionsProcessor::BEGIN@21	href=Perl-Critic-OptionsProcessor-pm-804-line.html#21
Perl::Critic::Annotation::CORE:regcomp	href=Perl-Critic-Annotation-pm-814-line.html#Perl__Critic__Annotation__CORE_regcomp
Perl::Critic::Policy::is_safe	href=Perl-Critic-Policy-pm-201-line.html#119
Perl::Critic::UserProfile::BEGIN@21	href=Perl-Critic-UserProfile-pm-802-line.html#21
PPI::Document::BEGIN@77	href=PPI-Document-pm-456-line.html#77
PPI::Element::BEGIN@46	href=PPI-Element-pm-61-line.html#46
Perl::Critic::Policy::Subroutines::RequireArgUnpacking::BEGIN@10	href=Perl-RequireArgUnpacking-pm-377-line.html#10
_charnames::BEGIN@163	href=_charnames-pm-723-line.html#163
Lingua::EN::Inflect::_PL_noun	href=Lingua-EN-Inflect-pm-582-line.html#1014
PPI::Node::__ANON__[(eval 1000)[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/PPI/Node.pm:654]:4]	href=(eval 449)[PPI-Node-pm-654]-935-line.html#1
Perl::Tidy::Tokenizer::BEGIN@22671	href=Perl-Tidy-pm-735-line.html#22671
Perl::Critic::Policy::ControlStructures::ProhibitUnlessBlocks::default_severity	href=Perl-ProhibitUnlessBlocks-pm-702-line.html#28
File::Spec::Unix::BEGIN@220	href=File-Spec-Unix-pm-29-line.html#220
PPIx::Regexp::Token::Recursion::BEGIN@32	href=PPIx-Regexp-Token-Recursion-pm-897-line.html#32
Module::Runtime::_is_string	href=Module-Runtime-pm-618-line.html#160
Perl::Critic::Policy::CodeLayout::RequireTrailingCommas::default_severity	href=Perl-RequireTrailingCommas-pm-745-line.html#28
Perl::Critic::Policy::Subroutines::RequireArgUnpacking::BEGIN@25	href=Perl-RequireArgUnpacking-pm-377-line.html#25
Perl::Tidy::VerticalAligner::Alignment::BEGIN@19501	href=Perl-Tidy-pm-735-line.html#19501
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::BEGIN@18	href=Perl-ProhibitUnusedCapture-pm-401-line.html#18
Module::Runtime::BEGIN@3.103	href=Path-IsDev-Heuristic-VCS-Git-pm-655-line.html#3
PPI::Node::_wanted	href=PPI-Node-pm-73-line.html#601
re::BEGIN@4	href=re-pm-314-line.html#4
PPI::Structure::Constructor::BEGIN@38	href=PPI-Structure-Constructor-pm-449-line.html#38
Perl::Critic::Utils::PPI::BEGIN@12	href=Perl-Critic-Utils-PPI-pm-135-line.html#12
Perl::Critic::Policy::ClassHierarchies::ProhibitAutoloading::BEGIN@13	href=Perl-ProhibitAutoloading-pm-748-line.html#13
Perl::Critic::Utils::Constants::BEGIN@10	href=Perl-Critic-Utils-Constants-pm-138-line.html#10
Perl::Critic::Policy::Variables::ProhibitUnusedVariables::default_severity	href=Perl-ProhibitUnusedVariables-pm-240-line.html#32
Perl::Critic::Policy::Variables::ProhibitLocalVars::supported_parameters	href=Perl-Critic-Policy-Variables-ProhibitLocalVars-pm-222-line.html#28
Perl::Critic::Violation::BEGIN@25	href=Perl-Critic-Violation-pm-139-line.html#25
Perl::Critic::OptionsProcessor::new	href=Perl-Critic-OptionsProcessor-pm-804-line.html#31
Perl::Critic::Policy::CodeLayout::ProhibitParensWithBuiltins::supported_parameters	href=Perl-ProhibitParensWithBuiltins-pm-714-line.html#62
Perl::Critic::Policy::InputOutput::ProhibitTwoArgOpen::BEGIN@19	href=Perl-ProhibitTwoArgOpen-pm-538-line.html#19
Role::Tiny::BEGIN@2	href=Path-IsDev-Role-HeuristicSet-Simple-pm-624-line.html#2
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::default_severity	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#30
Readonly::Array::TIEARRAY	href=Readonly-Array-pm-16-line.html#4
Perl::Critic::Policy::ValuesAndExpressions::ProhibitImplicitNewlines::BEGIN@12	href=Perl-ProhibitImplicitNewlines-pm-274-line.html#12
version::(cmp	href=version-pm-250-line.html#version___cmp
PPI::Document::Normalized::BEGIN@45	href=PPI-Document-Normalized-pm-460-line.html#45
Perl::Tidy::HtmlWriter::BEGIN@4955	href=Perl-Tidy-pm-735-line.html#4955
Perl::Critic::UserProfile::policy_params	href=Perl-Critic-UserProfile-pm-802-line.html#60
File::Temp::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/File/Temp.pm:142]	href=File-Temp-pm-566-line.html#142
Perl::Critic::Utils::parse_arg_list	href=Perl-Critic-Utils-pm-52-line.html#937
Exception::Class::Base::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Exception/Class/Base.pm:32]	href=Exception-Class-Base-pm-122-line.html#32
Perl::Critic::Policy::ValuesAndExpressions::ProhibitConstantPragma::supported_parameters	href=Perl-ProhibitConstantPragma-pm-265-line.html#27
PPI::Token::Whitespace::__TOKENIZER__on_line_start	href=PPI-Token-Whitespace-pm-76-line.html#152
Class::Tiny::Object::BEGIN@92	href=Class-Tiny-pm-595-line.html#92
Perl::Critic::Policy::Modules::ProhibitConditionalUseStatements::BEGIN@16	href=Perl-ProhibitConditionalUseStatements-pm-475-line.html#16
Exception::Class::Base::BEGIN@61	href=Exception-Class-Base-pm-122-line.html#61
File::Basename::BEGIN@52	href=File-Basename-pm-140-line.html#52
Perl::Critic::Policy::Variables::RequireLexicalLoopIterators::BEGIN@11	href=Perl-RequireLexicalLoopIterators-pm-249-line.html#11
Perl::Critic::Policy::InputOutput::ProhibitTwoArgOpen::applies_to	href=Perl-ProhibitTwoArgOpen-pm-538-line.html#37
PPI::Token::_QuoteEngine::Simple::BEGIN@9	href=PPI-Token-_QuoteEngine-Simple-pm-93-line.html#9
